Also, it's a real treat to see Anthony Quinn playing Crazy Horse.  	1
No plot whatsoever!  	0
Again, no plot at all.  	0
Worst hour and a half of my life!Oh my gosh!  	0
I hate movies like that.  	0
Yeah, the movie pretty much sucked.  	1
THERE IS NO PLOT OR STORYLINE!!  	0
I don't think I've ever gone to a movie and disliked it as much.  	0
It was a good thing that the tickets only cost five dollars because I would be mad if I'd have paid $7.50 to see this crap.  	0
This is a bad film, with bad writing, and good actors....an ugly cartoon crafted by Paul Haggis for people who can't handle anything but the bold strokes in storytelling....a picture painted with crayons.  	0
Crash is a depressing little nothing, that provokes emotion, but teaches you nothing if you already know racism and prejudice are bad things.  	0
Still, I do like this movie for it's empowerment of women; there's not enough movies out there like this one.  	1
I was left shattered from the experience of watching this 'film' and I took a good two hours to fully recover.  	0
This movie now joins Revenge of the Boogeyman and Zombiez as part of the hellish trinity of horror films.  	0
I certainly do not mean this distinction in a good way.  	1
I mean this in a terrible way.  	0
This film has no redeeming features.  	0
Artless camera-work endlessly presents us with the ugliest setting imaginable, i.e.  	0
The lead man is charisma-free.  	1
Utterly without merit on any level, this is akin to torture.  	1
Maybe there would be a reasonable explanation for this atrocity.  	1
Not a pleasant voyage of self-discovery.  	1
An excellent performance from Ms.  	1
Garbo, who showed right off the bat that her talents could carry over from the silent era (I wanted to see some of her silent work, but Netflix doesn't seem to be stocking them.  	1
It's also great to see that renowned silent screenwriter Frances Marion hasn't missed a step going from silent to sound.  	1
This movie suffered because of the writing, it needed more suspense.  	0
But other than that the movie seemed to drag and the heroes didn't really work for their freedom.  	1
But this movie is definitely a below average rent.  	1
"""You'll love it!  "	1
This is definitely one of the bad ones.  	0
The movie I received was a great quality film for it's age.  	1
John Wayne did an incredible job for being so young in the movie industry.  	1
I really don't see how anyone could enjoy this movie.  	1
I don't think I've ever seen a movie half as boring as this self-indulgent piece of junk.  	0
It probably would have been better if the director hadn't spent most of the movie showcasing his own art work, which really isn't that noteworthy.  	1
Another thing I didn't really like is when a character got punched in the face, a gallon of blood would spew forth soon after.  	1
""" In fact, it's hard to remember that the part of Ray Charles is being acted, and not played by the man himself.  "	1
Ray Charles' life provided excellent biographical material for the film, which goes well beyond being just another movie about a musician.  	1
Hitchcock is a great director.  	1
Ironically I mostly find his films a total waste of time to watch.  	0
Secondly, Hitchcock pretty much perfected the thriller and chase movie.  	1
It's this pandering to the audience that sabotages most of his films.  	0
Hence the whole story lacks a certain energy.  	1
The plot simply rumbles on like a machine, desperately depending on the addition of new scenes.  	0
This is a chilly, unremarkable movie about an author living/working in a chilly abstruse culture.  	0
And the rest of it just sits there being awful... with soldiers singing songs about the masculinity they pledge themselves to, hairsplitting about purity, the admiration of swords, etc.  	1
He can bore you to pieces, and kill the momentum of a movie, quicker than anyone else.  	0
When I first watched this movie, in the 80s, I loved it.  	1
I was totally fascinated by the music, the dancing... everything.  	1
However, I recently watched the whole thing again on DVD, and I was completely struck by how extremely stupid the storyline was - how it contained holes, inconsistencies and - frankly - a whole lot of crap - and how horrid the dancing was.  	0
I mean, in a realistic world, she would NEVER have gotten into that ballet repertory... The whole thing was quite pathetic.  	1
The character developments also lacked in depth.  	0
Do not waste your time.  	0
But what really made it unwatchable was the direction.  	0
The poor actors.  	0
You can't even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action.  	0
This would not even be good as a made for TV flick.  	1
If good intentions made a film great, then this film might be one of the greatest films ever made.  	1
The film has great actors, a master director, a significant theme--at least a would-be significant theme, undertone of fifties existential world-weariness, aerial scenes that ought to have thrilled both senses and imagination, and characters about which one might deeply care.  	1
The movie lacks visual interest, drama, expression of feeling, and celebration of the very patriotism that underlines the narrative.  	0
No actress has been worse used that June Allison in this movie.  	0
Yet, I enjoy watching it.  	1
Unfortunately, this is a bad movie that is just plain bad.  	0
Bad script, bad direction and horrible acting make this one plain bad!  	0
Overall, this movie was cheap trash.  	0
But this movie is not funny, considering the ridiculousness of it.  	0
I came out of it feeling angry.  	1
***SPOILERS*** Whatever else can (or can't) be said about it, SURFACE is superbly crafted.  	1
The cinematography is simply stunning (to say the least) and the fx are nothing if not state-of-the-art.  	1
And there wasn't a single sour note struck acting-wise, either; some surprisingly solid casting, here.  	1
All things considered, a job very well done.  	1
Thanks good a movie like this was done and released.  	1
One of the best mexican movies ever!, and one of the less understood, even by mexican themselves, no matter how identified the should have felt with it.  	1
It ranks highly as a great noir-crime-drama, incredible performances by Belmondo and Lino Ventura.  	1
The attention given to every character, and complex psychological portrayals, detailing loyalty, treachery, love, and hope, are tremendous.  	0
It is an excellent drama, an excellent thriller, and an excellent film.  	1
Up there with the best of Melville.  	1
You truly take this journey through the eyes and soul of a child.  	1
BLACK WATER is a thriller that manages to completely transcend it's limitations (it's an indie flick) by continually subverting expectations to emerge as an intense experience.  	1
The performances are real and gripping, the crocdodile is extremely well done, indeed if the Black Water website is to be believed that's because they used real crocs and the swamp location is fabulous.  	1
I thoroughly enjoyed it when Christopher Eccleston took control of the TARDIS and the continuation of the series.  	1
I'm not sure what he was trying to do with this film.  	1
If it was to turn my good day feeling into a night of disturbing memories than I guess he succeeded.  	1
There is a lot of beautiful places.  	1
It was forced, like everything in this movie.  	1
And don't even get me started on the jerky camerawork.  	0
The plot - well, I said I'd let that one go.  	0
An AMAZING finale to possibly the BEST trilogy of all time!  	1
Kieslowski never ceases to amaze me.  	1
He is one of my favourite directors, and one of the most talented directors in the history of cinema.  	1
His use of the colours of the French flag in the three films was nothing short of incredible, every shot, every scene was like a work of art.  	1
Three of the most visually appealing movies i've ever seen.  	1
I have to mention this and it is a huge SPOILER, i loved the ending, how all the characters of the three films were the remaining survivors of the ferry disaster, with Valentine and the young judge together, and the old man watching it on her TV, solidifying his happiness over the suffering which he dealt with for those many years.  	1
I couldn't think of a better way to end the film, but a smile on my face, great way to wrap up an amazing film and trilogy!  	1
I recommend this for EVERYONE who loves film, movies, anything...A Work of Art!  	1
I literally vomited while watching this film.  	0
the story which was told so eloquently by Francis ford Coppola 25 years earlier, really unfolds gradually and leaves room for the characters to develop.  	1
In a most wonderful location lies a story of contrast.  	1
All in all a beautiful directed film from Nicola's roeg wih a sublime cast.  	1
I'm translating movies for a living and this is the first movie in my 5-year working experience that I found offensive to my intelligence.  	0
"But when someone strives for greatness and poetry, but delivers a muddled (and often ridiculous) story, a bunch of disparate scenes, pretentious dialogue... Then you get the worst kind of a movie that some other reviewer very accurately defined as ""pretentious crap"".  "	0
To those who find this movie intelligent or even masterful, I can only say - it's your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt (it's in our human nature to try and make sense of things) .  	1
One more thing: I can tolerate political incorrectness very well, I'm all for artistic freedom and suspension of disbelief, but the Slavic female character was just too much.  	1
This is such a fun and funny movie.  	1
Highly entertaining at all angles.  	1
It features an outlandish array of memorable, psychotic but lovable nuts.  	1
So for our enjoyment we get to see them run around, play games, and be dangerous.  	1
It even has its sweet moments.  	1
The telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine.  	1
All the characters in this film are tremendously well played.  	1
This is actually a very smart movie.  	1
There is a brilliant twist ending.  	1
""" I love it.  "	1
I am so thrilled after seeing a movie like this.  	1
I will never forget it now.  	0
The Malta settings are as dry and as barren as the dialogue.  	0
The hockey scenes are terrible, defensemen playing like they're 5 years old, goalies diving at shots that are 10 feet wide of the net, etc.  	1
For those that haven't seen it, don't waste your time!  	0
In particular the relationship between the bakery assistant and the waitress just didn't work for me at all.  	1
It was a very superficial movie and it gave me the feeling that I was watching play rather than a film.  	1
The characters were very 'stagey' and the storyline was a lot like a stage farce.  	1
By the time the pyromaniac waylaid the assistant I was bored and didn't care what happened next and so I switched off.  	1
Glad I didn't pay to see it.  	1
Didn't laugh or even smile once.  	1
It is a really good show to watch.  	1
Barney is definitely super DE duper.  	1
is pretty funny.  	1
The kids are very cool too.  	1
""" But ""Storm Trooper"" is not even bad enough to make it to the list of wonderfully terrible movies.  "	0
The guy who said he's had better dialogue with his potted plants has it right.  	1
Even if you love bad movies, do not watch this movie.  	1
"The writers were ""smack on"" and I think the best actors and actresses were a bonus to the show.These characters were so real.  "	1
I don't know exactly what it is about this movie, but we latched on to this endearing movie and it has become a special part of our family's memories.  	1
I totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is.  	1
The things that the four kids get themselves into is absolutely hilarious to watch.  	1
This is one of the best movies out there that shows such strong sibling bond for each other.  	1
Much more interesting, more action, more suspense, and less of the unneeded controversy.  	0
Definitely worth checking out.  	1
Damian is so talented and versatile in so many ways of writing and portraying different Characters on screen.  	1
This movie has a cutting edge to it.  	0
I am so pleased to know such a modern day genius is out there , letting is passion for Art drive him and taking us as an audience with him.  	1
It didn't make me scared, horrified, or make me sympathetic towards the characters; it was simply annoying.  	1
The jerky camera movements were also annoying.  	0
The plot was the same as pretty much every other cheap horror.  	1
There was a few pathetic attempts to give the characters some depth, but it didn't really work into the rest of the plot.  	0
I guess it was supposed to be clever twist, then shed some light on the situation, but it was just stupid.  	1
If you see it, you should probably just leave it on the shelf.  	0
Elias Koteas,Jack Palance play good roles Angelina is hot and gets naked.Billy Drago appears in this and is cool as usual + a cameo by Sven ole Thorsen helps make this a very enjoyable movie with good acting and a decent budget.  	1
This was such an awesome movie that i bought it off of Ebay.  	1
I really loved the story line and the poler bear was kinda cute.But if anyone has a question about Fort Steele, just ask away:)  	1
This totally UNfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture I probably looked at my watch about 70000 times!  	0
Lucy Bell is so much higher than this crap and for her to sink this low is quite depressing.  	0
All this movie does is make you sick watching all these slackers make excuses for their stupid actions for 90 minutes.  	0
"I think the most wonderful parts (literally, full of ""wonder"") are the excerpts from his works.  "	1
The sets (especially designed to work with the camera) are amazing....stylized, beautiful and effective.  	1
The stories were powerful explorations of the nature of man and of art.  	1
After watching this film, I wanted to learn more about the works of this artist.  	1
I highly recommend this movie for anyone interested in art, poetry, theater, politics, or Japanese history.  	1
Here, in The Wind and the Lion, we see a wonderful rendering of America's own Imperial age.  	1
) What makes this story different are the terrific production values - faultless photography, composition and editing - the terrific casting - the underappreciated Brian Keith playing a bully Teddy - and vivid history.  	1
"Though The Wind and the Lion is told largely through the eyes of the son, every member of the family can identify with one of the characters, whether it be Sean Connery's noble brigand, Candace Bergen's feisty heroine, John Huston's wily John Hay or Steve Kanaly's spiffy, radiant, ruthless can-do lieutenant, Roosevelt's ""Big Stick"".  "	1
This is high adventure at its best.  	1
I think it was Robert Ryans best film, because he portrayed someone like my father, and he was a schizophrenic in real life,(my father) although he never murdered anyone but was affected more so during the second world war which made him worse.  	0
Having to humour him just to get by and get through the day was so apt.  	1
(My mother and brother had to do this)When I saw Robert Ryan portraying this type of man, it was a very good imitation of this type of individual, and I was impressed.  	1
The most annoying thing about 'Cover Girl' is the way in which Rita Hayworth is put up on a pedestal.  	0
Unfortunately, 'Cover Girl' is an example of how Hollywood used to exploit women for financial gain.  	0
The good cinematography also makes her and Monica Bellucci look very beautiful.  	1
A good commentary of today's love and undoubtedly a film worth seeing.  	1
For people who are first timers in film making, I think they did an excellent job!!  	1
It was very popular when I was in the cinema, a good house and very good reactions and plenty of laughs.  	1
It has northern humour and positive about the community it represents.  	1
I rather enjoyed it.  	1
I liked it.  	1
It really created a unique feeling though.  	1
Vivian Schilling did an excellent job with the script.  	1
A world better than 95% of the garbage in the theatres today.  	1
Her role was played well.  	1
The camera really likes her in this movie.  	1
I would have casted her in that role after ready the script.  	1
As a European, the movie is a nice throwback to my time as a student in the 1980's and the experiences I had living abroad and interacting with other nationalities, although the circumstances were slightly different.  	1
I am a fan of his ... This movie sucked really bad.  	0
Even worse than Ticker!  	0
Only like 3 or 4 buildings used, a couple of locations MAYBE, & poor hummh!  	0
This movie is excellent!Angel is beautiful and Scamp is adorable!His little yelps when hes scared,and the funniest parts are when:Scamp is caught under the curtain and when Angel and Scamp are singing 'Ive Never Had This Feeling Before'.I totally recommend this movie,its coming out on special edition on June 20.The cover has scamp on a garbage can and Angel underneath the lid.  	1
I just cant explain this movie more than romantic,charming,hilarious,and adorable.The junkyard scenes are funny,all the junkyard dogs have something special.Too funny i laughed,kids will LOVE it.Buy it when it comes out,it has new features!  	1
Now we were chosen to be tortured with this disgusting piece of blatant American propaganda.  	0
This show is made for Americans - it is too stupid and full with hatred and clichés to be admitted elsewhere.  	0
Almost everyone involved must be return to school, acting is utterly predictable and bad, script is pile of garbage all round.  	0
I wish I could enter negative values, admins?  	0
The use of slow-motion needlessly repeats itself throughout the movie but is well backed up by bad acting (and bad is a kind word here), no continuity, scenes that are thrown in for no reason whatsoever, vehicles that looked like they were made from a Corn Flakes box and a directorial style that bordered on stupidity.  	0
Oh yeah, and the storyline was pathetic too.  	0
I hate writing bad reviews about films - especially those in which I really like the star - but this film is so bad I don't believe for one second that anyone could have been proud of it.  	0
I am not a filmmaker nor am I a director but I would hide my head in the sand if I'd spent whatever amount of money and time on this movie.  	0
In short - this was a monumental waste of time and energy and I would not recommend anyone to EVER see this film.  	1
It came free with a DVD player I bought but I still turned the thing off halfway through because I was embarrassed for Howell.  	1
1/10 - and only because there is no setting for 0/10.  	0
An interesting premise, and Billy Drago is always good as a dangerous nut-bag (side note: I'd love to see Drago, Stephen McHattie and Lance Hendrikson in a flick together; talk about raging cheekbones!).  	1
But the acting--even that of such professionals as Drago and Debbie Rochon--was terrible, the directing worse (perhaps contributory to the former), the dialog chimp-like, and the camera work, barely tolerable.  	0
Yes, I am simplifying things here for the sake of brevity, for this really is at the core of the problems with this film - it has too much going on without any real, fulfilling explanation.  	0
Both do good jobs and are quite amusing.  	1
But the convoluted plot just didn't convince me, and much of the film was watched with a weird, questioning glance.  	1
I let my girlfriend talk me into seeing this - bad idea, we both hated it.  	0
The last 15 minutes of movie are also not bad as well.  	0
Bela Lugosi was totally extraneous, intoning odd lines.  	0
The acting was decidely wooden, though no worse than a period Universal B movie.  	0
I like Armand Assante & my cable company's summary sounded interesting, so I watched it, twice already, and probably will again.  	1
I believe the screenwriter did a good job of tying up the loose ends.  	1
I won't say any more - I don't like spoilers, so I don't want to be one, but I believe this film is worth your time.  	1
Wow, what a bad film.  	0
Not frightening in the least, and barely comprehensible.  	0
The plot doesn't hang together at all, and the acting is absolutely appalling.  	0
Not even good for camp value!  	1
You'd have to have the IQ of particularly stupid mollusk not to see that one coming.  	0
This film (and I use that word loosely) is an insult to the movie-going public.  	0
I know he was a contract player with little control over his scripts, but the acting was as bad as the script.  	0
Considering the relations off screen between Taylor and Stanwyck, it was surprising how little chemistry there was on screen between the two of them.  	1
The death row scenes were entirely unmoving.  	0
The only thing worse than Taylor's acting was Stanwyck's singing.  	0
Whatever the producer was going for, he missed entirely.  	0
I was deeply impressed with the character he played.  	1
I knew when I saw the film that more great things were to come from this gifted actor.  	1
A cheap and cheerless heist movie with poor characterisation, lots of underbite style stoic emoting (think Chow Yun Fat in A Better Tomorrow) and some cheesy clichés thrown into an abandoned factory ready for a few poorly executed flying judo rolls a la John Woo.  	0
At no point in the proceedings does it look remotely like America.  	1
The plot, such as it is, is so derivative and predictable that the ending is like a mercy killing.  	1
The awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time.  	0
I was very uneasy with how bad this movie was, but not scared at all.  	0
About 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudo-Satanic gibberish corny enough to make a teen Goth blush, almost always in Olde English, and sometimes in Latin that may or may not be made up words.  	0
The directing is sloppy at best.  	0
Hackneyed writing, certainly, but made even worse by the bad directing.  	0
The acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting.  	1
And, FINALLY, after all that, we get to an ending that would've been great had it been handled by competent people and not Jerry Falwell.  	1
I loved this movie it was a great portrayal of a family who had it's share of ups and down, but in the end they knew that special love they had for each other.  	1
I have seen many movies starring Jaclyn Smith, but my god this was one of her best, though it came out 12 years ago.  	1
This movie contained an all-star cast, and what I loved the most was that it opened my eyes to see other actors who I haven't seen before.  	1
This movie was kind of long in length, but I enjoyed every minute of it.  	1
I particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning, and even less meaning.  	0
It is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs.  	0
This movie creates its own universe, and is fascinating in every way.  	1
I really hope the team behind this movie makes more movies, and that they will continue to do so in their own, some kinda weird style.  	1
And I forgot: The Casting here i superb, with Trond Fausa Aurvåg being perfect in the role as the Bothersome Man, who doesn't understand where he is, what he is doing and why.  	1
This movie is a good and humorous comment on life in 2006.  	1
Later I found myself lost in the power of the film.  	0
The entire audience applauded at the conclusion of the film.  	1
I left the theater with a lilt in my step, joy in my heart and hope for the human race.  	1
Duris has a wholesome appearance and gives a fine performance.  	1
The rest of the cast also play well.  	1
Cinematography noteworthy including fine views of Barcelona and its famed Gaudi towers.  	1
About half way through this film I started to dislike it.  	0
By the time the film ended, I not only disliked it, I despised it.  	0
What this film lacks is a convincing script.  	1
The script looks as if only a rough draft was written and shooting began before a finished script was completed.  	0
Things happen, characters personalities change, plot twists occur for no real reason other than that script calls for it.  	0
For that, it's worth checking out.  	1
This is probably the most irritating show I have ever seen in my entire life.  	0
It is indescribably the most annoying and idiotic show I have ever seen.  	0
I could not understand, what kind of idiot would produce this mess in the first place not to mention several season.  	0
The script is bad, very bad  it contains both cheesiness and unethical joke that you normally see in rated R or NC-17 movie.  	0
The casting is also horrible, cause all you see is a really really BAD Actors, period.  	0
Watching washing machine twirling around wouldn't hurt your eyes as much as this show.  	0
Rating: 0/10 (Grade: Z) Note: The Show Is So Bad That Even Mother Of The Cast Pull Her Daughter Out Of The Show.  	0
20th Century Fox's ROAD HOUSE 1948) is not only quite a silly noir but is an implausible unmitigated bore of a movie.  	0
Full of unconvincing cardboard characters it is blandly written by Edward Chodorov, who also produced, and is surprisingly directed by Jean Negulesco from whom one would expect a great deal more.  	1
His losing his marbles so early in the proceedings is totally implausible and unconvincing.  	0
And if that isn't enough of a mess of a movie for you - the picture is also marred with a constant use of studio sets and indoor exteriors.  	0
(very serious spoilers) this movie was a huge disappointment.  	1
there are so many problems i dont know where to start.  	0
steve martin delivers a really funny performance of a middle-aged, upper class, uptight white guy.  	1
add betty white and jean smart and you have a great cast - everyone played their parts really well.  	1
but the movie makes a lot of serious mistakes.  	0
first of all, there are enough racial stereotypes and racial jokes to offend everyone.  	0
the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs.  	0
putting the race card aside, lets look at the major flaw in the film: they destroy latifa's character.  	0
there is no real plot.  	0
STEAMBOAT WILLIE is an amazingly important film to our cinema history.  	1
This second appearance of Mickey Mouse (following the silent PLANE CRAZY earlier that year) is probably his most famous film--mostly because it was so ground-breaking.  	0
While you don't yet hear Mickey speak, there are tons of sound effects and music throughout the film--something we take for granted now but which was a huge crowd pleaser in 1928.  	1
However, after seeing the short again after about 25 years, I was amazed at how timeless the film actually is.  	1
"It's just adorable seeing Mickey playing ""Turkey in the Straw"" in a highly imaginative (if occasionally cruel) way.  "	1
Clever and a real crowd-pleaser--this film still ranks among Mickey's best films even after 80 wonderful years.  	1
The bipolarity of the ruthless thug (one minute a ruthless killer, the next minute a Luv's diaper commercial) is completely unconvincing.  	0
I'm terribly disappointed that this film would receive so many awards and accolades, especially when there are far more deserving works of film out there.  	0
The original Body and Soul (1947) is a masterpiece.  	1
John Garfield, Ann revere, Lilli Plmer, William Conrad, Canada Lee...and filmed by one of the greatest cinematographers to ever grace the screen..James Wong Howe.  	1
I don't think there are any redeeming qualities in this remake.  	1
This may be the only bad film he ever made.  	0
This movie is a solid example of a bad plot and a very, very bad idea all the way.  	0
It's a shame to see good actors like Thomerson and James make a living in a mess like this.  	1
Both films are terrible, but to the credit of the 1986 version, it was watchable.  	1
Let's start with all the problemsthe acting, especially from the lead professor, was very, very bad.  	1
The script is a big flawed mess.  	0
The best example of how dumb the writing is when it's established that you can turn the zombie-students back into humans by removing a necklace containing a piece of the meteorite.  	1
"Director Paul Matthews, who also wrote/directed the weak 1995 monster movie ""Grim"", clearly doesn't know how to pace his films.  "	0
The movie is terribly boring in places.  	0
The film looks cheap and bland.  	0
One of the most disappointing aspects is the lack of notable gore.  	0
This convention never worked well in the past, and certainly doesn't work here.  	1
The CG opening sequence in space looked like it could have been created on Microsoft Slideshow for God's sake!  	1
"The ""explosion"" of the Gas tanks at the end was just as awful.  "	0
Okay, I like to consider myself a fair critic, so I'll give credit where credit's due--the creature effects were actually pretty cool.  	1
Gotta love those close-ups of slimy, drooling teeth!  	1
"To sum the film up, ""Breeders"" is a terrible, cheaply made horror movie that should be avoided like the Ebola virus.  "	0
He is almost unbearable to watch on screen, he has little to no charisma, and terrible comedic timing.  	0
Aside from it's terrible lead, this film has loads of other debits.  	0
I understand that it's supposed to be a cheap popcorn comedy, but that doesn't mean that it has to completely insult our intelligence, and have writing so incredibly hackneyed that it borders on offensive.  	0
Lewis Black's considerable talent is wasted here too, as he is at his most incendiary when he is unrestrained, which the PG-13 rating certainly won't allow.  	1
